age_group,gender_encoded,marital_status_encoded,housing_status_encoded,income_category,customer_reference,annual_income_normalized,savings_balance_normalized,checking_balance_normalized,loan_amount_normalized,loan_duration_months,existing_credits,past_due_count,credit_history_score,debt_ratio,loan_purpose_car,loan_purpose_education,loan_purpose_health,loan_purpose_housing,loan_purpose_other,credit_risk_encoded,region_Assaba,region_Brakna,region_Gorgol,region_Guidimakha,region_Hodh Ech Chargui,region_Hodh El Gharbi,region_Inchiri,region_Nouadhibou,region_Nouakchott,region_Tagant,region_Trarza,education_level_master,education_level_phd,education_level_primary,education_level_secondary,employment_status_public_sector,employment_status_retired,employment_status_self_employed,employment_status_student,employment_status_unemployed
26-35,1,1,0,Bas,USER0589,-0.6208974394707367,-0.5765388234719222,-1.2790190390774945,-0.06048516579983839,36,1,3,513,0.774,False,False,False,False,True,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
46-55,1,1,2,Élevé,USER0590,-0.04358970743576351,-0.3950642953165715,0.6158086726446856,0.30807453499046017,12,1,0,551,0.44,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
36-45,1,1,1,Très bas,USER0591,-1.038856908090614,-0.5030958888729419,-1.161175034845689,-0.045426609496583475,24,1,1,746,1.262,False,False,False,False,True,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
36-45,1,2,2,Bas,USER0592,-0.2325242227426138,-0.26055759435248127,-0.6216520090221573,0.7377653807993488,18,0,1,637,0.899,True,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36-45,0,1,3,Bas,USER0593,-0.47892870615527505,-0.45191999957880213,-0.5601573538321746,-0.9934724600563842,24,0,2,539,0.311,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
36-45,1,2,3,Bas,USER0594,-0.5808502951107763,0.3031648634388504,-1.2790190390774945,-1.2529893374934074,36,2,0,546,0.495,True,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46-55,0,2,2,Très bas,USER0595,-1.3918034035693907,-0.9127463768842173,-0.8829404219287822,-1.14695725575775,24,1,0,506,1.093,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
26-35,0,1,1,Élevé,USER0596,-0.13373385978993685,0.7263883661422574,0.029832361144114364,-0.807629060270443,24,0,0,650,0.298,True,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
36-45,1,1,0,Très bas,USER0597,-0.9332746587839845,-0.39780224897084804,-0.8356656983123127,-1.1779341185202303,36,1,0,714,0.51,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
36-45,1,1,0,Élevé,USER0598,-0.08739713969416821,0.30496056637606966,0.4064584223649935,-0.7629543735944204,48,1,0,586,0.27,True,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
36-45,1,1,0,Élevé,USER0599,-0.164230321472617,-0.31565048400967616,-0.8271052801010118,-0.0659313275021318,48,2,0,604,0.332,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
46-55,0,1,3,Bas,USER0600,-0.215202591374666,0.3514252020849225,-1.100013482442168,-1.1475568183665188,12,0,1,669,0.247,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
36-45,1,1,2,Très bas,USER0601,-0.9621645610649158,-0.5906380514789898,-0.5481139093973865,1.0245146828195602,24,0,0,679,1.361,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
46-55,0,1,2,Bas,USER0602,-0.6536274360100043,-0.5603626972874662,-0.06510516700509074,-0.05864769225220993,48,1,0,647,0.622,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
46-55,0,1,2,Bas,USER0603,-0.45231041627519336,-0.264930098116278,-0.551968846498962,-0.5703347850791868,6,1,0,619,0.43,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
36-45,0,1,2,Très bas,USER0604,-1.0662216221602745,-0.9609409388659225,0.456967153617013,-0.35956509505699286,60,1,0,585,1.039,False,False,True,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
26-35,1,1,2,Élevé,USER0605,-0.20592836210093318,-0.26824030875054744,1.5332740007967653,-0.9361972621658866,36,0,0,670,0.074,True,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
26-35,0,1,0,Élevé,USER0606,-0.14739483080675683,0.18511383948277585,-0.0819996228932039,-1.2424606302262144,6,1,0,746,0.254,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
26-35,1,3,0,Très bas,USER0607,-0.9613784945004886,-0.9609409388659225,-1.1651172901534244,-0.9730049117004362,24,2,0,687,0.511,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
46-55,1,1,2,Très bas,USER0608,-1.4255854878727257,-0.9609409388659225,-0.6783894389802462,-0.2734688740808281,48,0,0,636,1.8,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
56+,0,2,2,Très bas,USER0609,-1.3803650135950554,-0.9553712998106463,-0.7117643977791219,-0.755405702582132,36,1,3,423,1.388,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
26-35,1,2,0,Très élevé,USER0610,0.5960254056569103,-0.9609409388659225,0.4787223229813577,0.02462363535433777,36,0,0,509,0.318,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
26-35,0,1,2,Bas,USER0611,-0.3533807834003519,0.2737495391339254,-0.5412028350802163,0.5045355259882907,18,0,0,594,0.795,False,True,False,False,False,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18-25,1,0,2,Très bas,USER0612,-0.805442604983523,-0.9609409388659225,-0.07047685368773929,0.7283452987332752,48,1,2,462,1.094,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
36-45,0,2,2,Très bas,USER0613,-0.831890849939913,0.6960439464531487,-0.2709174129314913,3.3573966328216924,18,1,1,615,1.8,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
36-45,1,1,0,Élevé,USER0614,0.3211420487972719,1.9410909602575817,0.21735629389147973,-0.007351959732182831,24,0,1,526,0.306,False,False,True,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
46-55,1,2,2,Bas,USER0615,-0.7067789933083217,-0.5100846594619363,-0.12975944765500588,-0.7992626569669496,24,2,0,698,0.463,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
56+,1,0,3,Très bas,USER0616,-0.7216297571807875,-0.9609409388659225,0.25893916406938133,0.5048603564043622,48,0,2,621,0.902,True,False,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
26-35,1,1,3,Élevé,USER0617,0.17310698890962156,-0.5315426517950627,-1.2790190390774945,-0.7854500919611631,12,0,0,636,0.21,False,True,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26-35,1,1,2,Élevé,USER0618,0.40677948906342226,0.6014686140096583,-0.9776030594289656,0.18686269157241667,48,2,1,576,0.504,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56+,0,2,2,Très élevé,USER0619,2.944286859885982,-0.26824030875054744,-0.22165377461915853,0.240125183377812,24,1,1,618,0.241,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46-55,1,1,3,Très bas,USER0620,-1.152297214990538,-0.9609409388659225,-0.4118392956505815,0.3152450452198595,60,5,0,579,1.451,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
56+,1,1,2,Bas,USER0621,-0.3613739380342483,-0.003079774937664445,-0.4619049678565307,2.148132181301867,36,1,0,676,1.098,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,0,3,0,Très bas,USER0622,-0.9614629953521392,-0.09502239638986516,-0.7180933507218933,-0.8304043590450482,24,1,2,572,0.547,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46-55,0,1,1,Élevé,USER0623,-0.18268280374413376,-0.9609409388659225,-0.02404620606414822,-0.6422726017011108,48,1,1,700,0.385,True,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
46-55,1,1,3,Bas,USER0624,-0.3263660697717868,-0.4162575365756207,-1.0229406124717408,-0.11764400652637007,24,1,1,564,0.476,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36-45,1,1,3,Très élevé,USER0625,2.1934415022911793,1.4342603838938823,1.500296824937062,0.23584744153034318,6,0,0,612,0.468,False,False,False,True,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
36-45,1,2,2,Élevé,USER0626,0.40842673406041,-0.3217726470456352,-0.8396338256811325,-0.16610838138989328,24,0,1,570,0.404,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,0,2,1,Très élevé,USER0627,1.6249917545940311,-0.9609409388659225,2.0764385192179264,0.6590497593764106,12,0,1,527,0.535,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
56+,1,1,0,Bas,USER0628,-0.2318273515215954,-0.34300042105347717,0.052593306883115136,0.07312194772401787,6,3,0,455,0.463,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18-25,1,1,3,Bas,USER0629,-0.6986601306173403,-0.9609409388659225,-0.5785103471639207,-0.9239102688654308,18,1,0,794,0.465,True,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
26-35,1,1,3,Très élevé,USER0630,1.3462197937278868,-0.6821498357795867,2.0720887789481117,-0.7793882069328836,36,1,0,635,0.3,True,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
56+,0,1,3,Très élevé,USER0631,1.1417814585839636,1.6600338510838024,2.1022750062183353,-0.7128997841566964,12,1,1,611,0.338,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
46-55,0,1,2,Très élevé,USER0632,3.1523201324964156,-0.0061383898307302755,2.1563346778541885,1.506574332771717,24,0,0,579,0.489,False,False,False,False,False,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
36-45,0,1,0,Très élevé,USER0633,1.9481845613083388,-0.17938425727376855,2.293547153815303,-0.1383264924213105,36,1,0,552,0.219,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
36-45,1,1,2,Bas,USER0634,-0.42933400877920624,-0.2749593950156372,-0.9455508097530297,1.5689805583787668,36,0,1,542,1.116,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
46-55,0,1,0,Élevé,USER0635,0.14132580131573755,2.951433680267664,-0.9687936226297276,-0.5951851199445174,60,1,0,728,0.339,False,True,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,0,2,0,Très bas,USER0636,-0.7934523514224829,-0.17235108743632638,-0.47917133462273204,3.2063230161291756,24,0,0,706,1.8,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
56+,0,1,3,Très élevé,USER0637,0.525450503002547,0.017348812598118317,-0.44261087830283957,1.1792874876831596,48,0,0,545,0.602,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18-25,0,1,0,Très bas,USER0638,-1.1871809400265008,-0.43205544693996634,-0.5898746499952434,-1.034118279930087,24,2,1,521,0.762,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
18-25,1,1,3,Bas,USER0639,-0.3365254715470675,-0.6842793552884685,0.01604578659376478,0.47821294978444684,48,5,1,535,0.691,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
36-45,0,0,0,Très élevé,USER0640,0.8558091905808899,0.947555822409878,-0.5659268234539957,-0.8921900131109464,36,2,0,682,0.184,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
